"Sample.ID","Site.treatment","Site","Treatment","Sample","root_depth","X13CVPDB","Total.C","CComment","X15NAir","Total.N","NComment","Tray.Name","Well.Id","Type.of.Material","Analysis","Sample.Weight..mg..from.Sample.List","Internal.ID","Analysis.Number","Mass.Spec"
"S5CON4root30","S5CON","S5","CON",4,"30",-26.59,1039.22,"",1.8,19.61,"Precision decreases for samples containing less than 20ugN","7RGOLDSMITH","H10","Root","13C, 15N",2.216,2162255,22350,"M"
"S5CON4root60","S5CON","S5","CON",4,"60",-30.57,1217.18,"",7.67,28.43,"","3RGOLDSMITH","C3","Root","13C, 15N",2.759,2161804,21584,"M"
"S5CON5root15","S5CON","S5","CON",5,"15",-28.46,814.66,"",0.8,38.96,"","3RGOLDSMITH","A6","Root","13C, 15N",2.224,2161783,21553,"M"
"S5CON5root30","S5CON","S5","CON",5,"30",-27.98,1266.54,"",0.01,52.47,"","8LRGOLDSMITH","A5","Root","13C, 15N",2.887,2162262,22363,"M"
"S5CON5root40","S5CON","S5","CON",5,"40",-25.85,1004.97,"",1.78,26.08,"","4RGOLDSMITH","E7","Root","13C, 15N",2.758,2161928,22616,"M"
"S5CON6root15","S5CON","S5","CON",6,"15",-29.48,1066.1,"",1.23,24.79,"","8LRGOLDSMITH","D2","Root","13C, 15N",2.484,2162295,25910,"M"
"S5CON6root30","S5CON","S5","CON",6,"30",-27.49,1042.89,"",2.69,21.69,"","4RGOLDSMITH","F2","Root","13C, 15N",2.367,2161935,22627,"M"
"S5CON6root40","S5CON","S5","CON",6,"40",-28.06,1137.53,"",1.8,22.18,"","8LRGOLDSMITH","A9","Root","13C, 15N",2.551,2162266,22367,"M"
"S5CON7root15","S5CON","S5","CON",7,"15",-26.4,699.68,"",2.32,35.5,"","6RGOLDSMITH","E10","Root","13C, 15N",2.348,2162123,22120,"M"
"S5CON7root30","S5CON","S5","CON",7,"30",-27.39,1320.89,"",-1.19,25.68,"","3RGOLDSMITH","B9","Root","13C, 15N",2.811,2161798,21574,"M"
"S5CON7root30d","S5CON","S5","CON",7,"30",-28.52,948.65,"",0.89,25.34,"","8LRGOLDSMITH","C5","Root","13C, 15N",2.06,2162286,25898,"M"
"S5CON7root40","S5CON","S5","CON",7,"40",-27.36,754.64,"",2.13,16.48,"Precision decreases for samples containing less than 20ugN","8LRGOLDSMITH","B11","Root","13C, 15N",2.684,2162280,22385,"M"
"S5CON8root15","S5CON","S5","CON",8,"15",-28.14,952.6,"",0.78,48.8,"","3RGOLDSMITH","A4","Root","13C, 15N",2.419,2161781,21551,"M"
"S5CON8root30","S5CON","S5","CON",8,"30",-27.85,1212.75,"",0.76,44.37,"","3RGOLDSMITH","A7","Root","13C, 15N",2.677,2161784,21554,"M"
"S5CON9root15","S5CON","S5","CON",9,"15",-30.5,970.94,"",0.03,25.74,"","3RGOLDSMITH","F2","Root","13C, 15N",2.181,2161839,21632,"M"
"S5CON9root30","S5CON","S5","CON",9,"30",-28.39,1218.29,"",0.08,29.09,"","3RGOLDSMITH","C4","Root","13C, 15N",2.96,2161805,21585,"M"
"S6CO210root15","S6CO2","S6","CO2",10,"15",-28.2,542.48,"",3.52,32.77,"","4RGOLDSMITH","B10","Root","13C, 15N",2.515,2161895,22570,"M"
"S6CO210root30","S6CO2","S6","CO2",10,"30",-28.37,765.72,"",1.2,26.35,"","5RGOLDSMITH","A8","Root","13C, 15N",2.599,2161977,22490,"M"
"S6CO21root15","S6CO2","S6","CO2",1,"15",-28.56,1087.97,"",0.44,32.48,"","5RGOLDSMITH","A2","Root","13C, 15N",2.612,2161971,22484,"M"
"S6CO21root30","S6CO2","S6","CO2",1,"30",-29.53,1048.41,"",0.84,29.99,"","4RGOLDSMITH","G6","Root","13C, 15N",2.407,2161951,22455,"M"
"S6CO21root60","S6CO2","S6","CO2",1,"60",-29.98,1069.92,"",2.58,29.25,"","4RGOLDSMITH","A9","Root","13C, 15N",2.585,2161882,22551,"M"
"S6CO22root15","S6CO2","S6","CO2",2,"15",-28.66,745.72,"",1.91,38.41,"","5RGOLDSMITH","B5","Root","13C, 15N",2.262,2161986,22503,"M"
"S6CO22root30","S6CO2","S6","CO2",2,"30",-28.31,1155.1,"",1.23,36.55,"","4RGOLDSMITH","A2","Root","13C, 15N",2.983,2161875,22544,"M"
"S6CO22root60","S6CO2","S6","CO2",2,"60",-28.01,712.21,"",1.39,20.55,"","4RGOLDSMITH","H1","Root","13C, 15N",2.112,2161958,22465,"M"
"S6CO23root15","S6CO2","S6","CO2",3,"15",-27.82,708.51,"",2.5,33.53,"","8LRGOLDSMITH","A6","Root","13C, 15N",2.365,2162263,22364,"M"
"S6CO23root30","S6CO2","S6","CO2",3,"30",-28.83,1016.53,"",0.68,33.34,"","8LRGOLDSMITH","B10","Root","13C, 15N",2.384,2162279,22384,"M"
"S6CO23root60","S6CO2","S6","CO2",3,"60",-27.75,869.37,"",2.37,25.85,"","4RGOLDSMITH","H2","Root","13C, 15N",2.402,2161959,22466,"M"
"S6CO24root15","S6CO2","S6","CO2",4,"15",-28.76,876.11,"",0.62,37.82,"","4RGOLDSMITH","B8","Root","13C, 15N",2.368,2161893,22568,"M"
"S6CO24root30","S6CO2","S6","CO2",4,"30",-28.96,976.65,"",1.09,34.07,"","5RGOLDSMITH","B2","Root","13C, 15N",2.668,2161983,22500,"M"
"S6CO25root15","S6CO2","S6","CO2",5,"15",-29.45,1130.5,"",-0.37,33.4,"","4RGOLDSMITH","G12","Root","13C, 15N",2.418,2161957,22461,"M"
"S6CO25root30","S6CO2","S6","CO2",5,"30",-29.14,938.62,"",1.78,25.66,"","4RGOLDSMITH","D9","Root","13C, 15N",2.271,2161918,22600,"M"
"S6CO25root60","S6CO2","S6","CO2",5,"60",-28.01,751.75,"",1.72,24.41,"","3RGOLDSMITH","F7","Root","13C, 15N",2.583,2161844,21637,"M"
"S6CO26root15","S6CO2","S6","CO2",6,"15",-29.16,1191.48,"",-0.03,33.91,"","5RGOLDSMITH","C3","Root","13C, 15N",2.529,2161996,21922,"M"
"S6CO26root30","S6CO2","S6","CO2",6,"30",-29.52,1038.02,"",1.02,32.77,"","4RGOLDSMITH","E5","Root","13C, 15N",2.269,2161926,22614,"M"
"S6CO26root60","S6CO2","S6","CO2",6,"60",-29.81,798.39,"",2.85,16.34,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","H5","Root","13C, 15N",2.293,2161962,22469,"M"
"S6CO27root15","S6CO2","S6","CO2",7,"15",-29.55,998.54,"",0.53,37.09,"","5RGOLDSMITH","A7","Root","13C, 15N",2.554,2161976,22489,"M"
"S6CO27root30","S6CO2","S6","CO2",7,"30",-28.88,1280.72,"",-0.11,40.63,"","4RGOLDSMITH","H8","Root","13C, 15N",2.871,2161965,22472,"M"
"S6CO28root15","S6CO2","S6","CO2",8,"15",-29.15,994.83,"",-0.19,42.08,"","5RGOLDSMITH","C7","Root","13C, 15N",2.439,2162000,21926,"M"
"S6CO28root30","S6CO2","S6","CO2",8,"30",-28.41,810.29,"",2.24,29.26,"","4RGOLDSMITH","D8","Root","13C, 15N",2.275,2161917,22599,"M"
"S6CO29root15","S6CO2","S6","CO2",9,"15",-27.6,464.17,"",2.07,23.13,"","3RGOLDSMITH","H11","Root","13C, 15N",2.802,2161872,22444,"M"
"S6CO29root30","S6CO2","S6","CO2",9,"30",-27.48,897.59,"",0.18,21.14,"","4RGOLDSMITH","H9","Root","13C, 15N",2.112,2161966,22473,"M"
"S6CON10root15","S6CON","S6","CON",10,"15",-28.31,688.23,"",1.33,42.19,"","4RGOLDSMITH","F11","Root","13C, 15N",2.896,2161944,22636,"M"
"S6CON1root15","S6CON","S6","CON",1,"15",-28.1,1170.62,"",0.47,46.69,"","3RGOLDSMITH","D4","Root","13C, 15N",2.574,2161817,21600,"M"
"S6CON1root30","S6CON","S6","CON",1,"30",-29.14,822.78,"",1.38,50.4,"","4RGOLDSMITH","F9","Root","13C, 15N",2.623,2161942,22634,"M"
"S6CON2root15","S6CON","S6","CON",2,"15",-28.57,608.5,"",0.55,37.71,"","5RGOLDSMITH","C5","Root","13C, 15N",2.037,2161998,21924,"M"
"S6CON2root30","S6CON","S6","CON",2,"30",-28.25,681.39,"",0.92,29.64,"","4RGOLDSMITH","D6","Root","13C, 15N",2.336,2161915,22597,"M"
"S6CON3root15","S6CON","S6","CON",3,"15",-27.81,1044.73,"",-0.23,48.73,"","3RGOLDSMITH","G9","Root","13C, 15N",2.815,2161858,22424,"M"
"S6CON3root30","S6CON","S6","CON",3,"30",-27.89,734.93,"",1.06,24.53,"","5RGOLDSMITH","A3","Root","13C, 15N",2.296,2161972,22485,"M"
"S6CON3root60","S6CON","S6","CON",3,"60",-29.05,867.38,"",1.98,45.99,"","3RGOLDSMITH","F1","Root","13C, 15N",2.759,2161838,21631,"M"
"S6CON4root15","S6CON","S6","CON",4,"15",-28.27,705.57,"",2.69,42.09,"","3RGOLDSMITH","G3","Root","13C, 15N",2.981,2161852,22418,"M"
"S6CON4root30","S6CON","S6","CON",4,"30",-28.33,785.46,"",1.92,31.94,"","3RGOLDSMITH","F12","Root","13C, 15N",2.782,2161849,21642,"M"
"S6CON5root15","S6CON","S6","CON",5,"15",-27.37,741.01,"",2.84,48.85,"","4RGOLDSMITH","F6","Root","13C, 15N",2.117,2161939,22631,"M"
"S6CON5root30","S6CON","S6","CON",5,"30",-28.69,1150.84,"",-0.46,25.26,"","3RGOLDSMITH","E3","Root","13C, 15N",2.547,2161828,21617,"M"
"S6CON6root15","S6CON","S6","CON",6,"15",-30.05,1236.37,"",1.46,59.14,"","5RGOLDSMITH","A6","Root","13C, 15N",2.981,2161975,22488,"M"
"S6CON6root30","S6CON","S6","CON",6,"30",-28.01,1216.07,"",-0.65,42.88,"","3RGOLDSMITH","E9","Root","13C, 15N",2.682,2161834,21623,"M"
"S6CON6root30d","S6CON","S6","CON",6,"30",-28.63,918.29,"",2.71,34.14,"","4RGOLDSMITH","G2","Root","13C, 15N",2.346,2161947,22451,"M"
"S6CON7root15","S6CON","S6","CON",7,"15",-28.61,884.5,"",2.44,49.36,"","4RGOLDSMITH","B6","Root","13C, 15N",2.691,2161891,22566,"M"
"S6CON7root30","S6CON","S6","CON",7,"30",-27.45,502.14,"",2.08,28.74,"","4RGOLDSMITH","E10","Root","13C, 15N",2.302,2161931,22619,"M"
"S6CON8root15","S6CON","S6","CON",8,"15",-28.53,695.67,"",2.05,50.87,"","4RGOLDSMITH","H3","Root","13C, 15N",2.465,2161960,22467,"M"
"S6CON9root15","S6CON","S6","CON",9,"15",-29.16,840.01,"",1.54,52.26,"","3RGOLDSMITH","G4","Root","13C, 15N",2.662,2161853,22419,"M"
